t,theta_deg,force_N,pen_travel_mm,pen_seat_mm,pen_interface_mm
0.00050,0.0699,0.00000,0.000000,0.000000,0.000000
0.00100,0.0638,0.00007,0.000000,0.000000,0.000000
0.00150,0.0547,0.00015,0.000000,0.000000,0.000000
0.00200,0.0429,0.00022,0.000000,0.000000,0.000000
0.00250,0.0284,0.00030,0.000000,0.000000,0.000000
0.00300,0.0113,0.00038,0.000000,0.000000,0.000000
0.00350,-0.0083,0.00045,0.000000,0.000000,0.000000
0.00400,-0.0070,0.00052,0.000000,0.009261,0.000000
0.00450,-0.0053,0.00060,0.000000,0.007811,0.000000
0.00500,-0.0040,0.00068,0.000000,0.005894,0.000000
0.00550,-0.0030,0.00075,0.000000,0.004420,0.000000
0.00600,-0.0022,0.00083,0.000000,0.003313,0.000000
0.00650,-0.0017,0.00090,0.000000,0.002483,0.000000
0.00700,-0.0013,0.00098,0.000000,0.001861,0.000000
